Name,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
H. Villalba,75,92,68+3,89,89+2,76+1,69,61+1,66,77+3,74+2,55,13,8,8,10,12,60,38,54,61+1,74,25+4,60,74+1,71+1,67+1,81,30,90,79+2,39+5,50,70+2,70,ST
F. Coppola,66,34,23,50,42,22,40,10,14,10,11,10,69,62,58,73,64,15,20,59,26,16,10,21,10,55,26,23,16,35,26,14,60,25,13,GK 
Y. Matsushita,58,75,53,56,75,67,42,61,43,46,54,37,9,14,6,5,9,48,39,56,53,30,39,44,54,46,51,53,42,74,62,41,48,49,37,CM
E. Jääger,66,43,64,66,57,67,57,66,65,60,41,68,7,11,8,16,9,62,66,76,58,67,65,56,50,65,65,71,64,63,72,66,66,60,47,CB
T. Spurr,67,66,75,65,61,63,58,64,26,53,50,34,13,14,13,12,16,63,63,70,60,55,63,42,33,68,64,63,64,64,69,69,71,54,58,CB
D. Snepvangers,61,75,49,71,65,62,55,59,56,66,42,51,14,15,6,12,15,48,25,58,63,39,41,51,44,53,64,58,53,77,42,54,45,65,46,LM
B. Bajić,67,31,67,34,55,60,74,60,39,45,31,64,12,12,7,9,7,67,69,77,67,44,66,69,41,66,58,58,58,32,33,67,80,58,45,CB 
A. Hasegawa,62,63,58,68,47,65,65,54,52,60,44,49,12,13,14,9,9,57,45,67,60,47,42,53,66,63,63,65,50,57,55,62,73,71,41,CM 
T. Oya,54,53,58,64,62,53,57,48,40,48,46,37,7,10,6,11,8,47,58,66,54,54,37,45,53,62,55,55,52,57,59,52,81,55,35,RB
Nolito,79,74,73,83,81,80,82,77,82,78,79,80,10,15,12,8,8,45,58,63,67,81,30,74,82,84,76,74,25,70,72,39,62,79,65,LM
M. Boyle,64,85,36,70,56,65,52,43,44,64,65,30,14,10,13,15,7,56,13,72,46,51,14,70,61,55,59,62,19,86,55,13,59,58,49,ST 
K. Hyland,68,62,73,57,66,69,70,57,49,68,49,64,7,12,13,8,9,67,66,75,65,70,60,55,64,66,67,80,66,55,70,69,85,64,57,CM
O. Çelik,64,54,73,57,60,66,62,45,40,61,39,31,13,15,12,8,14,70,55,73,59,46,65,41,44,57,62,70,58,54,77,69,73,49,43,CDM 
M. de Jong,66,64,74,65,74,65,64,67,72,64,47,72,8,6,13,10,8,61,62,75,59,61,66,65,51,65,61,79,66,64,67,68+2,66,60+8,38,CDM
M. Jacobs,69,82,65,84,80,68,60,68,71,69,56,72,15,11,15,15,7,51,49,76,65,65,35,67,66,57,68,64,50,80,74,49,60,67,59,LM
Carlos Ponck,73,65,72,52,55,61,65,44,41,59,35,45,13,12,9,11,10,68,72,88,54,46,73,49,45,66,59,54,74,69,72,76,80,45,33,CDM
A. Finnbogason,76,67,64,67,71,72,83,37,56,75,80,51,6,15,16,15,11,62,20,66,67,77,28,85,85,80,71,76,34,68,73,32,75,72,79,ST 
Romário Baldé,66,76,67,85,71,71,46,57,66,73,62,51,12,14,7,13,9,55,26,50,44,61,26,65,61,71,57,73,23,78,67,28,65,57,64,LM
T. Yokoyama,63,49,77,65,58,56,57,39,39,41,23,38,10,9,13,7,9,62,58,69,53,38,69,39,43,53,63,48,63,51,68,71,74,41,23,CM
José Carlos,66,50,58,40,66,66,59,48,46,47,21,48,7,9,6,11,6,66,67,71,63,20,65,34,22,64,64,43,68,51,64,67,65,29,31,CB
L. Contin,61,53,34,58,59,59,45,39,46,58,61,35,15,14,8,11,11,61,16,53,52,56,17,51,63,51,50,63,18,55,62,20,85,44,54,ST 
M. Isla,76,80,76,85,78,75,74,80,80,76,50,64,7,8,7,7,7,52,75,61,74,67,71,71,72,74,75,65,76,75,84,72,68,70,58,RB
B. Salamon,70,41,63,57,32,68,66,38,45,57,35,59,14,9,9,13,12,67,68,82,71,54,71,41,30,66,66,71,67,57,68,70,78,55,24,CB
Xisco,72,55,70,55,58,73,60,49,56,62,71,58,8,6,15,16,7,79,27,64,37,61,18,76,81,63,56,74,19,61,71,20,90,53,75,ST 
A. Kawamoto,62,69,59,72,73,68,60,53,55,65,56,57,14,7,5,12,9,58,51,57,55,58,29,60,61,62,62,61,31,66,64,33,63,55,58,CF
T. Kaminski,70,47,29,52,42,16,47,18,11,11,14,17,70,72,64,64,74,10,17,65,32,15,11,24,18,66,32,21,17,45,31,11,62,42,17,GK 
W. Kaptoum,67,65,54,85,85,77,61,56,57,63,60,39,11,13,15,13,15,43,54,67,69,67,45,50,55,52,78,73,61,61,60,63,59,62,40,CM
Peter Torreiro,69,40,37,45,52,15,32,12,16,16,11,12,75,66,65,64,72,20,12,67,18,18,10,25,9,60,20,14,12,46,38,9,68,46,8,GK 
P. Da Silva,64,83,84,71,83,64,57,65,36,57,26,37,14,12,11,8,8,48,57,83,54,34,59,39,49,53,56,40,63,83,70,62,64,44,27,LWB 
E. Mathoho,72,58,66,41,40,63,66,34,25,46,42,22,13,12,6,10,10,78,68,72,57,22,74,37,32,62,51,56,73,67,75,76,75,46,31,CB 
J. Flanagan,70,68,88,67,69,73,67,67,34,67,43,26,7,13,15,13,15,62,68,66,63,32,75,47,52,60,66,35,76,62,63,75,71,48,30,RB
G. Loria,73,50,33,53,44,25,50,26,23,27,22,17,69,71,70,75,76,34,22,68,46,22,23,26,11,68,36,19,24,54,26,22,75,55,24,GK 
J. Lowe,69,65,79,59,66,61,63,65,42,57,37,68,7,7,16,12,9,55,71,56,66,61,69,62,51,68,69,63,68,65,77,64,63,54,53,CM
P. Skapetis,59,68,44,60,65,55,54,56,47,55,59,38,8,12,16,15,13,53,15,57,49,53,21,66,60,62,56,52,15,70,59,22,58,51,45,ST 
D. Perrinelle,70,47,84,44,48,52,59,48,36,45,39,30,13,13,14,6,9,69,70,68,60,42,67,44,20,62,67,42,63,39,58,70,77,43,31,CB 
Z. Yavru,68,79,62,71,77,65,58,64,65,65,40,38,8,11,13,7,9,60,64,64,60,60,65,43,60,65,60,70,62,81,79,65,68,40,58,RB 
C. Arango,68,71,70,71,66,69,59,45,36,70,68,34,6,14,9,6,13,62,23,68,39,67,19,57,63,64,52,74,16,70,64,21,76,45,59,ST 
Marlion Rolim,71,62,60,72,78,73,76,58,62,64,70,41,12,12,16,7,8,54,65,44,65,68,57,55,74,75,68,58,46,71,52,52,54,71,59,CAM 
L. Bender,82,66,78,65,63,75,83,69,49,72,59,47,12,6,7,12,7,78,87,77,74,71,76,52,69,82,79,74,82,69,87,85,76,76,57,CDM
E. Knudtzon,69,92,71,71,78,68,60,63,47,68,66,60,10,10,15,9,11,54,37,44,47,58,38,63,69,60,55,73,39,93,75,42,74,61,58,ST
A. Kenyon,60,67,62,63,71,61,53,52,47,57,44,37,14,13,10,13,14,56,57,72,62,45,48,46,44,53,62,54,57,63,76,62,74,47,36,CB
L. Ayling,73,74,65,72,71,68,71,67,41,68,39,36,9,11,11,9,8,66,72,76,61,55,72,38,58,70,66,63,70,75,86,74,73,59,32,RB
D. Petratos,66,83,44,79,75,63,55,59,62,63,60,70,10,11,9,8,14,41,45,34,66,62,42,62,70,55,63,70,45,85,76,55,68,64,57,CAM
N. Asare,75,78,76,81,83,77,80,72,68,74,53,65,10,7,7,11,15,65,82,84,73,67,75,66,69,76,74,62,74,76,81,76,62,75,61,LB
I. Gündoğan,85,73,68,83,81,88,86,74,81,87,72,74,11,14,5,5,13,49,79,62,83,74,57,76,79,87,88,77,64,70,71,67,74,87,75,CDM
L. Narsingh,75,91,28,80,77,76,71,76,69,76,70,59,10,8,14,8,6,40,20,34,42,54,19,58,73,74,71,65,22,91,71,28,65,72,62,RW
O. Filip,59,64,21,61,75,56,46,56,43,61,58,34,5,8,13,12,8,48,17,69,53,45,23,49,62,45,59,56,27,65,64,19,58,54,47,RM 
Dani Cárdenas,60,34,21,55,42,16,31,10,11,13,5,13,58,59,58,55,68,12,6,64,22,5,6,17,5,55,23,22,12,28,26,13,52,30,8,GK 
M. Stiefler,66,72,52,73,71,68,60,63,54,65,48,45,12,11,10,12,10,55,41,65,60,45,34,42,63,65,70,57,35,74,59,37,56,66,52,RM
Nsue,71,83,74,82,73,70,63,72,63,72,59,57,15,8,9,13,16,59,61,86,63,57,58,49,69,73,66,74,71,86,88,64,74,60,57,RM
D. De fauw,70,42,68,60,62,68,80,78,64,59,39,72,8,11,14,15,15,76,75,66,72,70,71,78,39,66,71,73,69,47,75,70,62,68,29,LB
B. Olejnik,62,40,22,27,31,23,35,14,11,11,11,12,65,60,55,59,61,11,23,56,34,13,12,18,16,65,27,24,11,35,20,11,67,20,11,GK 
D. Lamkel Ze,63,81,84,75,48,66,58,58,64,67,62,68,11,6,12,12,13,66,38,67,59,54,43,59,54,47,64,58,28,83,68,43,60,50,62,RW
S. İnan,76,58,60,58,61,80,75,80,83,74,68,87,9,7,8,11,16,61,62,68,80,80,61,88,63,70,82,80,58,52,65,65,65,80,62,CDM
N. Hult,74,82,72,78,82,71,74,75,65,71,58,51,7,8,13,16,15,52,70,80,65,57,68,50,63,74,75,67,67,86,80,72,55,69,56,LB 
N. Al Shamrani,70,77,77,78,68,50,74,55,61,58,78,46,15,13,14,15,7,69,43,90,54,69,25,79,74,70,58,68,30,76,92,23,74,52,70,ST 
J. Eggestein,66,69,34,73,67,64,63,48,58,62,71,42,14,10,8,7,15,65,36,63,57,58,23,65,64,65,61,64,20,68,54,24,52,62,54,ST 
J. Brabec,73,53,72,61,52,68,70,54,39,59,42,29,10,12,6,16,7,74,66,77,65,56,72,49,52,69,68,67,72,59,71,74,76,58,51,CB 
M. Delač,69,31,32,40,37,16,40,16,15,13,14,17,71,67,64,64,73,14,12,57,14,12,13,19,11,65,14,14,11,36,23,13,64,34,12,GK 
B. Başaçıkoğlu,73,91,61,91,72,75,63,69,77,78,66,66,8,9,11,9,13,60,35,90,42,74,22,50,66,66,64,73,48,86,73,44,43,69,67,RW
S. Nasri,82,78,33,85,90,85,82,79,77,83,76,79,1,1,1,1,1,42,37,50,76,80,35,77,79,77,84,74,44,78,75,37,63,81,72,LM
M. Sau,74,89,38,93,95,76,78,73,79,79,75,70,3,3,3,3,3,49,14,73,59,65,18,76,83,80,73,68,22,91,76,22,52,74,77,ST
G. Coughlan,54,61,56,54,66,53,45,45,38,49,58,38,14,7,14,8,15,48,32,63,54,39,36,48,54,54,56,53,38,61,51,37,47,50,49,RW
R. Dugimont,70,68,68,72,60,72,67,71,67,68,74,66,6,7,11,12,12,72,37,70,63,74,28,70,74,56,71,76,26,70,75,29,79,65,65,RM
S. Aluko,74,90,34,84,83,74,66,68,74,79,63,76,14,8,7,15,6,42,31,57,60,70,39,71,68,69,73,72,35,86,72,36,58,71,66,ST
M. Henriksen,71,60,72,66,60,73,75,65,47,70,69,56,16,15,13,10,14,70,64,79,66,73,64,63,63,75,71,76,62,69,84,67,78,70,66,CAM
K. Zouma,79,63,83,45,52,66,71,54,59,48,47,60,14,14,7,9,15,77,76,87,56,49,78,61,53,74,62,56,78,71,72,83,88,57,47,CB
R. Morrison,74,70,63,75,76,79,68,68,62,80,66,61,14,15,13,12,8,49,35,42,74,67,35,56,66,58,78,67,43,73,41,55,58,74,65,CM
C. Robinson,69,85,44,83,65,67,62,65,55,73,67,55,14,7,10,14,15,55,25,53,43,57,22,61,66,64,59,65,18,83,62,21,65,63,57,LM
T. Cordner,58,56,50,51,64,41,51,33,32,32,26,37,10,8,13,6,5,60,56,72,31,25,55,43,32,51,40,43,58,55,56,62,64,31,35,CB 
P. Faragò,68,70,66,56,55,71,69,45,39,68,57,40,7,7,13,6,9,51,65,65,68,49,49,46,69,63,71,62,55,68,77,59,68,61,37,RB
P. Klement,66,54,53,79,79,70,57,66,77,74,53,74,16,14,14,10,10,48,57,68,64,68,38,61,60,57,70,74,34,54,63,30,51,64,52,CM
E. Emenike,75,81,71,72,70,74,68,63,46,75,72,53,11,11,13,12,14,70,26,73,64,69,19,66,72,67,69,80,22,81,69,21,86,56,73,RM
Rodrigo,78,89,52,81,68,78,69,72,78,80,74,67,7,13,10,11,5,72,31,73,58,73,26,77,78,78,75,80,29,92,72,28,71,66,74,ST
M. Peijnenburg,62,53,66,41,55,52,55,28,31,39,21,31,13,7,10,8,12,67,53,72,65,24,51,42,35,52,60,41,63,49,58,68,74,31,33,CB 
M. Könnecke,66,90,54,80,78,67,59,63,62,66,62,52,12,11,7,9,13,52,48,74,57,63,20,50,61,62,58,61,13,90,78,21,45,64,51,CAM
Duarte Valente,62,65,63,64,62,65,56,47,44,62,46,39,12,12,6,9,7,54,61,60,58,42,57,49,58,68,65,61,60,65,64,63,58,56,39,CM
T. Rodríguez,65,68,34,67,66,65,67,67,55,72,55,40,10,6,6,13,8,44,33,45,55,45,47,50,66,55,61,61,40,74,67,52,69,58,42,RM 
A. Vucenovic,54,66,29,55,63,51,47,28,36,49,56,31,6,7,14,7,6,48,17,56,28,47,13,59,49,50,46,54,13,68,55,17,60,46,38,ST
Hwang Soon Min,61,57,54,76,79,57,55,52,47,63,58,52,12,8,16,9,9,56,64,77,59,43,45,57,67,57,64,50,44,79,69,40,58,65,46,CM
O. García,69,77,71,76,75,71,72,63,64,67,61,55,13,12,15,13,9,58,54,59,57,56,52,71,69,67,68,67,50,77,69,58,66,67,61,CAM
S. Al Duayyi,67,73,67,68,65,61,50,60,37,57,40,30,8,12,13,10,15,62,63,79,46,43,65,43,47,66,62,49,63,66,80,64,80,43,59,RB
F. Furlan,65,73,66,82,71,65,64,56,52,67,49,56,11,14,15,12,9,35,31,52,54,64,13,51,65,61,66,50,18,70,63,15,58,68,48,LM
G. Donati,75,69,90,66,70,70,68,67,55,65,40,46,16,15,8,9,8,70,75,68,71,53,75,51,49,74,68,67,78,76,78,80,77,51,32,RB 
G. Ghazaryan,71,72,61,70,67,75,71,70,61,76,63,70,14,15,11,14,14,56,48,53,67,69,38,75,68,68,76,76,33,67,68,47,60,75,68,LW
C. Pinares,72,80,36,84,74,73,68,60,74,74,62,73,7,10,10,15,8,37,57,57,67,74,33,63,73,62,69,76,35,80,74,25,72,69,43,CAM
Juan Domínguez,69,63,59,71,70,72,58,58,68,68,57,59,12,9,6,16,10,51,74,80,69,61,60,70,53,73,70,59,59,57,82,60,69,71,49,CM
M. Roberts,71,52,65,41,51,66,44,23,24,33,21,29,7,12,16,16,14,73,73,85,51,20,68,34,25,66,50,33,66,62,62,69,81,32,23,CB 
R. Pyke,57,78,33,70,61,57,49,31,33,58,54,30,13,13,7,12,8,52,18,57,28,49,15,54,54,52,43,50,20,78,62,20,65,43,40,ST 
J. Sala,73,74,77,71,73,73,70,74,71,73,51,69,10,12,8,5,5,64,71,69,70,73,68,65,71,73,72,74,70,77,79,72,73,71,70,RM
P. Green,63,60,72,66,78,62,63,62,47,57,55,55,13,11,10,14,11,56,60,72,63,58,61,65,54,62,64,66,62,57,75,63,64,63,52,CDM
J. Vanlerberghe,68,71,64,59,58,69,71,62,61,64,52,58,15,14,10,13,11,65,66,31,69,61,66,54,54,64,71,71,68,78,74,68,75,65,57,CDM
A. Ramalingom,55,52,28,56,73,44,52,32,38,51,63,30,10,12,7,14,9,64,17,63,32,56,11,69,49,56,48,51,14,51,54,11,48,43,41,ST 
J. Zavala,68,54,70,55,52,67,71,54,52,60,55,46,10,9,15,16,13,76,62,71,67,50,66,59,62,66,68,62,66,51,73,70,82,60,44,CM
R. Vlaar,76,30,72,29,42,64,72,29,39,52,44,69,11,9,8,11,7,71,78,50,67,66,78,67,39,68,68,78,73,44,58,81,92,59,55,CB 
Iriondo,68,75,70,75,81,64,56,70,65,59,47,45,15,9,15,7,14,64,61,70,56,49,70,49,49,69,65,70,67,78,58,69,58,48,54,LWB
C. Guy,59,69,53,71,74,58,56,50,50,59,48,42,11,11,9,6,7,51,50,61,54,49,53,46,55,60,61,52,54,65,72,59,58,58,42,CM 
T. Hunte,64,78,41,75,71,62,62,62,51,66,63,41,8,13,9,9,11,59,28,82,53,59,32,56,63,55,61,71,33,76,68,48,58,61,65,RW
B. Kololli,63,65,66,69,65,56,66,62,46,58,63,46,10,10,15,8,6,53,52,68,63,65,52,49,72,59,66,62,51,71,74,55,73,52,65,LM
J. Shea,63,28,20,34,48,23,30,14,11,12,11,15,64,61,57,58,67,16,14,44,29,11,13,17,11,56,12,19,11,26,28,11,41,24,13,GK 
David Silva,87,72,51,92,89,90,92,83,82,84,71,75,1,1,1,1,1,54,43,66,79,73,25,73,81,84,91,71,29,65,78,44,56,92,79,LM
M. Varnier,55,60,48,49,55,33,49,33,32,28,29,30,12,14,5,15,11,55,58,72,31,29,48,30,33,45,31,38,54,67,63,59,65,37,35,CB 
G. Buckley,59,50,58,54,53,63,51,51,35,59,57,36,6,15,9,16,8,56,53,53,59,57,51,55,56,52,64,60,53,49,55,57,72,56,51,CAM
Manu Cedrón,57,51,27,60,61,21,32,20,11,11,21,11,65,55,54,49,58,18,26,66,19,11,22,28,20,53,31,46,11,55,42,19,58,20,14,GK 
T. Lorch,63,76,58,68,78,60,57,73,55,64,60,54,14,8,6,6,9,49,53,69,47,43,26,56,57,62,66,58,30,73,55,38,47,54,55,CAM
M. Vejinović,73,42,53,69,63,73,74,81,82,64,52,81,7,15,9,14,16,70,65,75,78,76,58,76,68,66,81,81,52,64,67,63,66,74,71,CDM
R. Scheu,63,78,66,69,74,57,60,57,45,59,56,44,13,5,7,6,12,46,42,70,54,44,38,55,63,59,57,54,42,75,90,44,61,52,38,LM
F. Torsteinbø,63,71,62,77,66,64,68,58,67,63,58,57,9,15,6,8,13,44,42,70,53,54,42,49,61,56,63,63,48,59,75,42,57,67,55,RM
A. Al Saleh,59,48,24,32,57,17,27,16,13,15,14,19,58,56,62,59,59,13,23,54,25,19,11,22,16,59,27,20,14,48,35,17,60,12,18,GK 
L. Kelly,71,75,45,91,93,73,65,69,71,66,63,73,14,15,13,12,16,41,53,67,77,64,57,64,66,69,76,66,58,68,69,63,33,72,51,CM
Ricardo Valente,72,75,74,76,63,74,69,68,42,77,68,38,13,7,10,16,13,67,16,68,57,69,22,60,72,73,66,75,15,73,52,16,71,65,70,RW
L. Castro,78,78,59,78,78,82,77,78,76,80,58,68,6,7,9,15,5,58,73,66,76,74,58,68,75,76,80,77,68,78,77,68,68,77,67,RM
Alex das Freitas,71,68,69,67,65,68,70,53,45,63,49,48,14,16,9,8,7,53,76,78,75,68,68,60,40,68,67,60,75,64,74,72,68,43,50,CM
K. Dowell,68,70,48,72,72,69,70,62,56,74,62,51,8,13,7,14,8,52,33,52,67,65,46,54,56,60,70,67,52,69,59,49,57,66,56,LW
Vinícius,69,68,71,59,57,51,64,19,22,33,32,21,15,5,8,13,15,71,62,58,31,21,72,42,31,72,38,44,69,72,66,72,78,28,28,CB 
William,71,74,70,74,71,73,66,62,62,71,69,59,14,6,15,15,12,61,68,68,69,69,66,69,64,71,71,77,57,78,79,67,76,65,69,CM
V. Haroyan,60,65,76,58,66,47,57,35,27,26,20,29,10,13,8,7,7,52,49,78,50,19,59,41,33,43,54,39,61,47,72,64,68,31,24,CB 
L. Gatto,67,84,31,72,68,71,65,65,54,71,65,33,6,9,6,12,9,59,17,31,59,50,15,64,63,52,66,68,13,78,69,20,57,56,50,RW
T. Miyayoshi,65,76,30,76,79,62,65,34,40,59,62,29,6,7,5,15,11,68,15,92,34,58,15,59,58,69,49,72,19,80,67,14,60,45,57,ST
A. Khalaf,65,59,77,48,49,39,51,33,37,43,23,25,10,14,12,5,6,66,55,68,46,19,65,37,33,58,48,55,56,64,66,64,86,37,34,CB 
M. Phillips,55,60,64,59,68,54,48,41,40,46,34,42,5,8,8,7,7,53,48,55,58,49,52,46,52,53,60,52,52,61,54,54,58,50,31,CDM
M. Almirón,79,90,65+10,87,74,79+1,69,70+2,74+2,80+1,73,70,6,9,13,13,12,43,60,49,70,72,45,64+6,74,79,79,78,59,88,81,66,50,78,75,LM
J. Enríquez,66,42,68,61,50,64,52,55,44,53,50,42,16,13,12,8,8,74,67,63,65,60,67,68,60,56,63,69,64,62,67,69,79,57,41,CB
K. Oi,65,54,62,74,58,42,57,49,26,23,24,23,11,8,10,8,7,65,62,82,42,22,65,36,34,52,40,34,67,50,89,69,78,35,21,RB
G. Brugman,69,73,27,80,75,70,69,60,70,69,48,71,10,15,10,8,11,51,52,53,71,59,26,67,65,71,74,67,25,67,71,50,59,72,56,CDM
D. Watmore,69,82,46,78,82,67,58,58,67,74,69,42,6,15,8,14,15,49,21,58,56,57,28,65,67,64,66,66,35,79,67,30,61,60,58,LM
Danilo,71,75,72,81,83,70,64,68,60,70,49,49,10,11,15,10,12,55,68,76,62,65,69,42,59,70,67,64,71,75,76,70,64,53,53,LB
G. Buffon,89,49,38,55,49,28,70,13,20,26,15,13,89,88,74,90,84,13,28,75,35,13,10,22,12,80,37,39,11,43,39,11,69,50,17,GK 
D. Grainger,63,53,63,71,62,52,66,58,67,60,45,74,11,6,13,14,10,61,63,63,57,62,59,53,55,56,64,69,61,71,83,62,61,49,37,LB
Raúl Llorente,68,84,74,75,90,63,46,63,55,59,24,30,10,14,10,6,9,57,62,81,56,39,65,32,55,55,55,66,72,84,82,65,59,46,38,LB 
B. House,53,21,24,21,46,19,26,14,12,11,9,12,59,57,56,40,54,12,13,51,19,9,5,13,5,48,16,23,11,33,16,14,40,31,7,GK 
P. Lugüercio,68,78,75,78,74,66,64,59,43,66,61,46,7,9,13,12,13,64,34,64,58,63,34,67,67,71,62,69,33,91,67,36,62,66,60,ST
A. Kelsey,46,24,16,38,26,12,23,14,13,12,5,12,46,47,49,42,48,10,9,31,21,7,9,17,6,40,19,19,10,32,28,11,50,26,6,GK 
B. Sowe,55,54,71,48,55,31,52,20,24,27,19,20,10,10,6,12,13,42,48,77,27,15,55,37,23,47,33,37,51,53,60,54,77,29,22,CB 
S. Özkan,67,75,57,83,90,68,62,66,72,70,63,69,9,14,10,10,7,49,29,82,63,67,23,43,65,63,60,72,22,77,52,29,48,68,53,RM
Hong Joon Ho,60,53,52,58,62,44,40,44,25,42,36,28,13,6,14,7,9,62,58,50,50,48,60,34,25,49,52,46,61,62,62,64,66,31,27,CB 
Valdo Alhinho,62,65,76,60,54,63,59,57,51,59,43,41,9,5,10,14,14,58,57,64,62,55,64,43,45,62,64,62,57,66,78,61,81,59,44,CM
V. Patrasco,59,74,56,67,62,45,48,52,39,60,33,39,12,9,6,6,8,51,60,60,39,32,56,40,51,59,45,36,62,69,58,64,58,40,30,LB 
C. McCann,66,61,78,62,64,68,67,63,66+5,64,55,60,14,8,16,12,7,65,65,53,67,59,55,59,55,68,70,68,65,60,60,65,77,66,51,CDM
A. Akinfenwa,64,41,63,29,70,69,70,39,50,52,64,42,14,7,15,6,16,71,17,50,47,51,33,66,68,61,56,61,24,49,63,40,98,62,59,ST 
M. Bauer,60,70,54,71,77,58,60,50,31,57,25,32,13,13,8,14,9,55,50,62,35,29,59,32,47,54,51,21,64,71,71,61,62,44,25,LB
R. Pasquel,50,21,26,33,47,10,36,11,13,9,8,12,54,53,47,40,56,11,12,59,24,5,6,14,6,32,18,18,10,21,21,10,46,38,9,GK 
D. Silva,73,74,72,78,73,71,75,65,67,72,68,67,15,6,8,7,12,39,53,70,71,67,66,55,72,73,73,72,61,75,90,67,69,73,38,CAM
Seo Bo Min,63,82,55,78,72,59,53,60,42,63,59,35,11,10,7,11,13,33,35,46,47,65,21,52,65,57,59,66,29,81,66,34,53,53,49,RM
E. Ómarsson,64,86,73,75,62,64,51,56,45,64,66,32,9,9,14,8,16,53,24,64,47,54,22,50,64,55,57,62,24,83,79,38,52,56,54,ST 
T. Danneberg,66,66,66,65,65,64,64,44,57,58,48,59,14,10,13,14,8,66,63,74,61,47,58,58,54,64,67,69,62,62,72,64,75,69,46,CDM
D. Akiyama,51,66,44,63,74,51,57,40,45,45,36,38,8,6,10,11,11,58,28,51,57,39,47,48,46,48,62,51,45,60,57,44,62,47,39,CM
J. Russell,62,60,65,74,85,62,57,61,58,60,55,57,7,9,15,6,14,57,58,49,61,60,53,58,56,56,65,60,53,57,77,54,60,62,43,CM 
Lucas Medeirão,68,74,40,40,63,65,71,55,59,75,71,66,13,15,19,11,12,48,33,43,59,65,33,51,76,71,53,61,35,52,55,34,59,75,52,CAM
M. Valoti,68,74,43,72,76,76,63,73,78,73,55,65,6,12,11,8,14,43,37,56,71,71,23,59,61,63,75,64,40,75,70,36,35,69,59,CM
M. Funk,60,39,27,37,40,13,31,9,10,12,9,13,60,58,60,57,61,12,14,59,17,11,9,19,8,56,20,14,10,38,28,9,61,28,7,GK 
Manquillo,76,78,67,74,64,73,64,79,75,71,32,51,14,7,14,12,13,63,69,68,66,44,73,46,69,69,73,69,75,74,89,78,66,39,37,RB
R. Kortsmit,70,23,33,37,35,10,30,14,12,10,7,14,73,67,63,69,69,10,11,61,20,8,6,19,8,69,28,21,13,33,18,10,64,31,8,GK 
M. Harnik,76,77,72,69,64,70,75,68,73,74,73,52,15,10,12,6,14,77,39,90,69,67,39,72,78,76,72,76,42,79,86,32,75,72,75,RM
T. Krapikas,54,27,26,52,27,17,25,12,11,11,8,14,55,53,54,55,56,11,8,45,18,9,6,15,6,37,18,17,11,22,24,10,59,30,9,GK 
Raul García,74,73,74,77,82,70,64,76,75,62,58,73,13,6,11,15,9,61,72,77,68,64,72,64,62,68,72,72,74,75,87,73,70,65,54,CB
A. Oueslati,65,68,62,71,59,73,56,67,59,66,53,43,8,11,9,11,6,50,67,62,61,53,63,47,61,73,65,51,63,68,68,59,70,59,48,CAM
I. Anya,70,87,50,92,87,68,64,66,50,73,60,36,9,15,6,16,13,50,63,80,60,51,63,55,68,69,67,73,60,86,78,64,70,67,46,LW
R. Rezaeian,70,72,72,59,56,67,68,76,75,68,52,71,8,11,11,9,7,58,67,65,71,70,66,68,66,68,69,75,67,73,70,68,73,67,63,RM
M. Randall,62,67,33,61,60,62,67,51,59,56,54,61,15,15,8,12,7,35,54,32,65,44,34,55,51,62,68,51,47,66,63,48,59,68,42,CDM
M. van de Meulenhof,61,20,20,34,49,18,33,10,13,11,5,11,61,62,60,59,59,13,8,61,20,6,9,14,5,56,27,22,14,26,27,12,33,57,7,GK 
F. Bérenguer,70,82,62,72,74,69,62,65,64,70,65,57,16,9,14,6,10,52,48,68,66,65,35,56,51,63,69,66,26,84,80,31,63,70,57,LM
P. Šteinbors,66,39,30,51,38,21,38,16,17,16,11,21,65,67,66,66,65,18,29,59,35,15,19,25,14,60,43,27,16,35,34,18,48,45,14,GK 
L. Caicedo,71,59,77,44,65,33,54,48,24,23,24,26,13,9,6,11,9,66,73,71,52,26,70,37,29,66,62,37,72,42,69,74,78,19,22,CB 
V. Bindia,63,81,66,75,88,59,55,58,38,62,34,51,11,16,12,13,12,45,58,87,52,49,57,31,52,59,59,64,55,81,79,56,66,53,53,RWB
A. Chicksen,66,78,63,61,70,63,60,64,52,60,51,29,13,13,16,9,6,51,62,62,59,57,61,46,51,62,63,59,63,76,69,64,61,52,27,LM
M. Hohnstedt,63,65,63,63,62,59,58,63,34,54,47,30,13,12,10,11,12,60,61,69,40,38,50,40,47,63,59,47,54,64,91,63,65,40,30,LB 
M. McElhinney,48,37,18,33,43,15,38,14,11,14,11,11,47,46,51,47,50,13,12,56,22,12,12,16,12,45,26,18,15,41,28,12,49,25,12,GK 
M. Cooper,52,30,27,23,43,16,37,10,12,13,8,11,48,54,52,46,57,14,10,56,23,9,6,11,7,50,21,17,12,29,20,14,46,23,6,GK 
